satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,promotion_last_3_years,department,salary,sex,marital_status,distance_from_home,age,absent_per_month,work_mode,job_position,contract_type,expected_promotion,salary_increase_last_year,leave_days_taken,left
0.4288810076643897,0.23134233234569707,5,181.18066837347578,13,0,0,marketing,low,Male,single,21,50,3,office,Junior,CDI,0,0.25710514781287586,2,0
0.4866158843649933,0.6480848837389618,5,209.8888805499742,6,0,0,support,medium,Male,married,36,62,0,hybride,Junior,CDD,1,0.25293004181507184,27,0
,0.49002959437878424,2,126.0,11,0,0,DSI,,Male,single,12,43,0,office,Junior,CDI,0,,12,0
0.675854943668623,0.7222160861787913,3,218.5291423213174,3,0,0,marketing,medium,Male,single,27,51,2,hybride,Senior,CDI,1,0.273748401709036,17,0
0.5671829493291785,0.5937325420145719,3,188.39218474037733,7,0,0,hr,high,Female,married,17,41,4,hybride,Senior,CDI,0,0.2645539293559415,11,0
0.9874990989203751,0.5641474928659048,6,300.0,9,0,0,hr,high,Female,divorced,46,35,9,office,Senior,CDI,0,0.30450175581118455,24,0
1.0,0.5685041922243311,6,300.0,14,0,0,hr,low,Female,single,48,47,3,home,Junior,CDI,1,0.3694522146637865,16,0
0.7440276311782498,0.5345960709283866,2,228.85694715296157,3,0,0,support,high,Female,married,37,61,9,hybride,Junior,CDI,0,0.23088612304478567,28,0
0.5932398372071513,0.3276903316499956,5,212.08009192524946,14,0,0,technical,high,Male,married,16,23,9,home,Manager,CDI,1,0.31097377408972454,24,0
0.35531953601190625,0.7906697122669454,2,132.1390874141285,1,0,0,DSI,medium,Female,divorced,1,64,7,office,Junior,CDI,1,0.19606145886866144,6,0
0.8492823229878838,0.47321921064522576,3,265.40210242489604,3,0,0,sales,high,Male,single,44,54,7,home,Junior,CDI,0,0.2249956982317687,26,0
,0.5064495512980318,5,150.5,9,0,0,accounting,,Female,single,1,26,1,home,Junior,CDI,0,,6,0
1.0,0.6158130908853017,6,300.0,10,0,0,sales,medium,Male,married,27,49,4,office,Junior,CDI,0,0.30476623739854014,27,0
0.3628772005105112,0.3768894022257051,3,139.5,4,0,1,support,medium,Male,married,9,41,5,home,Senior,CDI,0,0.20727996766961237,17,0
,0.5001840482588032,4,156.0,12,1,0,technical,,Male,single,32,27,8,office,Junior,CDD,0,,3,0
0.6848931573158283,0.9832986036980489,3,223.17850253407835,11,0,0,DSI,high,Female,divorced,24,42,1,office,Junior,CDI,1,0.35773729268668086,25,0
0.9534776569889541,0.6673468729379551,5,298.73079505085985,3,0,0,accounting,medium,Male,divorced,43,56,8,home,Manager,CDI,0,0.2609883119002577,3,0
0.27692568172461807,0.4284394347668983,5,149.0,7,0,0,marketing,high,Female,divorced,8,40,3,hybride,Junior,CDD,0,0.2025739609497536,8,0
,0.1837320569336678,2,125.5,12,0,0,technical,,Female,married,1,30,6,home,Junior,CDI,0,,18,0
0.9889694549726366,0.8002788485864984,5,,7,0,0,DSI,low,Male,single,12,57,9,office,Junior,CDD,0,0.29881865942496955,2,0
0.25339849642310064,0.3975833441614199,4,162.37939776150782,4,0,0,accounting,high,Male,single,44,30,7,hybride,Manager,CDI,0,0.18016438780451344,0,1
0.314722343258772,0.49142604801933937,4,157.0,9,1,0,hr,high,Male,divorced,44,37,8,office,Senior,CDI,0,0.26121618358022747,9,0
0.4589535750257511,0.5167531436075001,5,,9,0,0,support,medium,Male,married,37,58,1,hybride,Junior,CDI,0,0.27799395147263156,27,0
0.6743528326553518,0.4173741387433306,6,241.13460609405936,2,0,0,technical,low,Male,divorced,16,26,6,hybride,Senior,CDI,0,0.1897707437561903,26,1
0.9790111992823038,0.5847527373443396,5,275.330607048955,7,0,1,sales,medium,Female,single,16,33,4,home,Junior,CDD,1,0.258216752403486,9,0
0.84677214333443,0.48971776358029806,6,274.3390371008737,8,0,0,hr,high,Male,divorced,33,44,0,hybride,Junior,CDI,0,0.2889880363877325,19,0
1.0,0.7222267536652152,5,293.57681401316376,8,0,0,DSI,medium,Male,married,1,48,0,office,Senior,CDI,1,0.2871668730731861,1,0
0.7043957140799589,0.6281103395303591,3,224.39657391519927,10,0,0,marketing,low,Male,divorced,24,63,7,hybride,Junior,CDI,0,0.2892290514062872,4,0
,,5,256.043666493056,1,0,0,support,medium,Male,single,28,22,4,office,Director,CDI,0,,6,0
0.8402492129774904,0.8904703683094589,3,247.5162716542518,2,0,0,hr,medium,Female,single,40,32,9,home,Senior,CDI,0,0.30356804939665605,13,0
0.27089700174706643,0.4090366221144521,6,191.3048127977,8,0,0,accounting,high,Female,single,5,46,8,hybride,Senior,CDI,0,0.19387002954720378,10,0
,0.5345969593474348,5,156.0,13,1,0,hr,,Male,single,12,34,1,office,Senior,CDD,0,,21,0
0.5772170529057027,1.0,6,218.60249062500145,7,0,0,hr,medium,Male,married,5,45,3,home,Junior,CDD,0,0.265110120626303,18,0
,0.3683081013956305,4,164.5,14,0,0,hr,,Male,single,49,58,9,office,Senior,CDI,0,,7,0
0.42584300646509127,0.7595250570356938,2,130.90407045685328,7,0,0,support,high,Female,married,9,23,5,home,Junior,CDD,1,0.26233648795053366,22,0
0.6926448201736067,0.709599576387264,6,257.9823004288542,1,0,0,marketing,medium,Male,married,8,23,5,hybride,Senior,CDD,0,0.23737447315349836,14,0
0.7592165264247869,0.43021005573832893,3,249.52978842566858,2,0,0,accounting,medium,Male,divorced,39,60,5,hybride,Manager,CDI,0,0.17826863970726547,11,0
0.5960263715786415,0.439860237690048,2,200.54665116219476,2,0,0,support,low,Male,divorced,14,55,4,hybride,Senior,CDI,0,0.2024002749846417,29,0
0.9145077823294665,0.9689887724402888,5,277.2258214124505,3,0,1,technical,medium,Female,single,49,55,6,office,Junior,CDI,0,0.3104235729354443,21,0
1.0,0.96499052465536,3,296.3173738865577,3,0,0,support,medium,Male,single,32,63,6,home,Junior,CDI,0,0.2890873763846108,7,0
0.7968843071501299,0.6859831280846209,2,212.61456292688266,3,0,0,support,medium,Female,married,35,26,4,hybride,Senior,CDD,0,0.265315487086275,29,0
0.8269425568973049,0.3227591348316726,2,230.3455375450822,12,1,0,accounting,high,Male,divorced,2,63,9,office,Manager,CDI,0,0.3010164304976547,22,0
,0.851371573941178,6,169.5,14,1,0,accounting,,Female,divorced,29,36,2,hybride,Junior,CDI,0,,0,0
0.6340688660232725,0.3219129410446601,5,234.99259626612871,4,0,0,marketing,medium,Male,married,33,31,8,office,Senior,CDD,0,0.20879277830052442,19,0
,0.7430398050613041,5,161.0,4,0,0,sales,medium,Female,single,22,27,6,hybride,Senior,CDI,0,,21,0
,0.2761475451719798,5,172.0,9,0,0,accounting,,Male,married,34,40,1,office,Junior,CDD,0,,23,0
0.8513241239034102,0.6015237006773148,6,280.43734450586453,3,0,0,accounting,medium,Female,divorced,44,45,2,home,Senior,CDD,0,0.2682736399109883,23,0
0.4471643770355597,0.7769961565804779,6,182.30695582831208,3,0,0,sales,medium,Male,single,12,43,8,home,Senior,CDI,0,0.21661549613747572,30,0
0.6866155681595608,0.03492831779371308,5,257.4377262101873,9,0,0,marketing,high,Male,single,10,57,3,hybride,Manager,CDD,0,0.26356021404525354,24,0
0.9198707389567553,0.4943241779097274,2,253.04402388885643,4,0,0,DSI,high,Male,single,29,59,4,office,Manager,CDI,1,0.28513627471205294,21,0
0.9100894356166411,0.6306623901356126,5,280.6379928580571,6,0,0,technical,low,Male,married,22,50,0,office,Senior,CDI,0,0.2981484082226386,18,0
0.4965990973033514,0.5311639106982018,6,188.12424372986467,10,0,0,technical,medium,Male,divorced,14,28,3,home,Junior,CDD,0,0.2984613952878119,9,0
0.6428130937201024,0.46578508491469295,5,233.56115960826475,5,0,0,DSI,low,Male,single,34,49,8,office,Junior,CDI,0,0.21763588834318864,8,0
0.9964256114509644,0.573304906131489,6,300.0,11,0,0,sales,medium,Male,divorced,14,37,8,hybride,Senior,CDD,0,0.336010537773265,12,0
0.7340717373372043,0.8075047646273736,5,241.0501421985648,12,0,0,support,medium,Male,single,8,41,1,office,Junior,CDI,0,0.3232467215172844,20,0
1.0,0.8737909813957851,2,276.9881684263098,10,0,0,accounting,high,Male,single,40,58,1,office,Junior,CDD,0,0.33999006825371625,17,0
0.523964415162581,0.7410042329347369,2,182.20183747273933,3,1,0,technical,medium,Female,divorced,49,61,8,office,Senior,CDD,0,0.21386301760221907,2,0
0.6718009952455961,0.9106722522428736,6,251.7664627428439,8,0,0,accounting,high,Female,married,39,51,1,home,Senior,CDI,0,0.3120956480921686,30,0
0.3724165360064708,0.49304388580984676,6,178.79467584048362,11,0,0,DSI,low,Female,married,15,55,5,office,Junior,CDI,0,0.27446686561598965,21,0
0.8897856434712053,0.7193569314388841,3,247.70135650324974,5,0,0,support,medium,Male,divorced,17,50,4,office,Junior,CDI,1,0.2601610855079259,25,0
,0.3962306918427738,4,288.42040591186174,8,1,0,technical,medium,Male,divorced,26,63,1,office,Junior,CDI,0,,9,0
0.4071954965550484,1.0,3,159.17759623841903,12,0,0,support,low,Male,divorced,42,31,6,office,Junior,CDI,1,0.3348053557291732,18,0
,0.620029412538988,6,172.5,6,0,0,sales,,Male,married,15,51,8,office,Junior,CDD,0,,11,0
0.7253999333367545,0.7608213862077633,6,247.0085616948562,9,1,0,DSI,medium,Male,single,17,59,1,office,Junior,CDI,1,0.30039862884397944,0,0
,0.24750701845307316,5,155.5,2,0,0,sales,,Female,single,11,26,1,office,Senior,CDD,1,,16,0
0.53339328124981,0.7562669091824222,3,211.6937975024286,7,0,0,marketing,high,Male,married,33,32,4,hybride,Manager,CDI,1,0.290458796429663,30,0
0.5231628081831063,0.6227398478059534,4,194.6251562998298,10,0,0,sales,high,Female,divorced,36,49,6,office,Junior,CDD,0,0.27431514042847144,15,0
1.0,0.6928209800388112,3,283.52657101300883,4,0,0,marketing,low,Male,single,8,31,0,home,Junior,CDD,0,0.2617799515968236,29,0
,0.6027144364049302,2,137.17739340810343,10,0,0,sales,low,Male,divorced,27,47,3,hybride,Junior,CDD,0,,19,0
0.5991260595474909,0.5760405665098582,2,,7,0,1,hr,medium,Female,divorced,31,27,8,home,Senior,CDD,0,0.29513642556029035,5,0
0.754202261130688,0.5383702851548164,3,234.16115451050274,9,0,0,sales,low,Female,married,22,62,0,hybride,Senior,CDI,0,0.2973853090993712,2,0
0.7254778354604228,0.5820684844178565,3,240.6159305020659,10,0,0,accounting,medium,Male,divorced,44,53,6,home,Senior,CDI,1,0.28746817018393545,24,0
0.3062381733160946,0.8936550516914576,6,165.5,12,0,0,support,high,Male,married,1,58,4,office,Junior,CDD,0,0.2889874076267662,6,0
0.49578185190316065,0.5265233421156905,5,188.4620647860732,1,0,0,accounting,medium,Male,divorced,12,50,2,hybride,Manager,CDI,0,0.1903250192299138,28,0
1.0,1.0,2,265.3226673427073,5,1,0,sales,low,Male,divorced,16,25,4,hybride,Junior,CDD,0,0.30791586606010224,23,0
0.35031353108122426,0.6122753795444842,4,164.49245070676946,6,0,0,accounting,high,Male,married,2,57,4,office,Director,CDI,0,0.19525511655433223,24,0
0.5871244580269159,0.8799934059520947,5,215.03131212063406,4,0,0,hr,medium,Male,married,21,64,2,hybride,Senior,CDD,0,0.250670742283866,21,0
0.5544779756215104,0.8287852211510518,3,185.53734880679679,14,0,1,DSI,low,Male,married,36,61,8,office,Junior,CDI,0,0.34206690432035547,1,0
0.8945080645676835,0.2873126237546989,2,222.51966731903843,13,0,0,accounting,low,Female,single,12,55,9,home,Junior,CDI,0,0.26462079684183526,25,0
0.32428012020096614,0.3296264665135585,3,144.7340296878408,10,0,0,technical,high,Male,married,2,51,1,office,Manager,CDD,0,0.23750817471303087,10,0
0.5331926132204888,0.4643538453585545,2,172.03988828196492,6,0,0,DSI,high,Male,single,19,40,0,office,Junior,CDI,1,0.22980296601818156,0,0
0.7021031061513645,0.29126325893775495,4,227.03008174166848,1,0,0,marketing,high,Female,single,27,33,7,office,Senior,CDD,0,0.1809921649427455,4,0
0.25876848627747917,0.5173875628000397,5,166.5,8,0,0,accounting,high,Male,married,23,64,2,office,Senior,CDI,0,0.25308577185701087,20,0
0.43498870508394766,0.6056235911196975,4,162.71115038000298,6,1,0,DSI,low,Male,single,2,42,1,office,Junior,CDD,1,0.21576927319994568,29,0
0.7753036355347231,0.7297218933577859,4,248.65793897688206,10,0,0,DSI,high,Female,single,35,45,9,office,Manager,CDI,0,0.32152497514839795,1,0
0.5342336963105675,0.6361152829155358,5,199.33440425718766,4,0,1,sales,medium,Male,divorced,46,35,0,hybride,Junior,CDI,0,0.23507220285362768,24,0
,0.6010479569214521,5,162.5,5,0,1,technical,,Female,single,25,31,6,office,Junior,CDI,0,,19,0
,0.8047482580106119,4,142.0,8,0,0,support,high,Female,single,4,61,6,hybride,Manager,CDD,0,,14,0
,0.7779766350836766,3,148.0,13,0,0,marketing,,Male,divorced,46,35,3,office,Senior,CDD,1,,4,0
0.6858997940864057,0.9815682492888785,5,227.20561484500035,2,0,0,DSI,low,Male,single,28,24,4,office,Junior,CDI,0,0.2575168721001164,6,0
,0.637324768817499,4,151.0,4,0,0,accounting,,Male,divorced,32,47,9,home,Junior,CDI,0,,7,0
0.46553618372148586,0.11780436029046337,4,190.92356134695245,7,0,1,sales,medium,Male,single,19,59,0,office,Junior,CDI,0,0.18040054158603847,6,0
0.9690468763308625,0.6854397235315361,4,294.96802238920634,2,1,0,accounting,low,Male,single,18,62,2,office,Manager,CDD,1,0.22177640618199546,16,0
,1.0,3,146.5,6,0,0,hr,,Female,married,23,61,0,office,Junior,CDI,0,,18,0
1.0,0.8051972187762385,6,295.01336793280836,11,0,0,marketing,medium,Male,single,2,33,8,hybride,Junior,CDI,0,0.3600462391200669,16,0
0.5497956360401144,0.8510600138907651,6,202.55845157067034,12,0,0,DSI,medium,Female,single,10,22,9,office,Senior,CDD,0,0.3757083947377906,11,0
1.0,0.6189659745479459,5,300.0,12,0,1,accounting,medium,Male,divorced,29,29,0,office,Junior,CDD,0,0.31178955641628386,15,0
0.8740598508106131,0.7826273297852983,6,300.0,9,0,0,hr,medium,Male,married,45,33,6,office,Junior,CDI,0,0.3115472422096969,28,0
,0.861585706471627,2,126.5,11,0,0,sales,,Male,single,13,55,4,home,Junior,CDI,0,,10,0
1.0,0.5331499370094172,5,300.0,13,1,0,hr,low,Female,married,14,56,3,home,Junior,CDI,0,0.3239373884707068,20,0
0.781799305270649,0.49984341006670485,5,247.609392115766,2,0,0,DSI,high,Female,married,11,25,3,office,Senior,CDD,1,0.24006496360085267,2,0
0.27090495950318955,0.6909406124052014,4,148.5,13,0,0,DSI,medium,Female,divorced,27,48,3,office,Senior,CDI,0,0.3100353403198397,6,0
0.7581024560445563,0.7938523060542942,2,213.00277103387947,4,0,0,hr,medium,Male,divorced,16,39,8,home,Junior,CDI,0,0.23228927396659396,30,0
0.5797649500416091,0.04892619374771645,6,255.05422728371104,14,0,0,technical,low,Male,divorced,39,31,5,hybride,Junior,CDD,0,0.24151299617881788,11,0
1.0,0.5610441266048538,5,300.0,10,0,0,DSI,low,Female,divorced,33,40,9,office,Junior,CDI,1,0.3333000576295115,13,0
0.6762631422626176,0.20930915008686457,2,214.72648463409644,13,0,0,accounting,low,Male,divorced,38,39,9,hybride,Senior,CDI,0,0.26007399517412694,18,0
0.4618744120027656,0.5754845542355007,3,162.30651337304207,10,0,0,technical,medium,Female,single,2,52,5,office,Junior,CDI,0,0.26722012270017914,26,0
,0.9379228909852493,3,,5,0,0,technical,,Male,married,3,35,0,home,Junior,CDD,0,,2,0
0.2810590902293405,0.4751963281603135,4,161.59170843813286,10,1,0,DSI,high,Female,single,36,24,6,office,Junior,CDI,0,0.2699898594585898,17,1
,0.5427831448257207,2,178.79655309042582,8,0,0,technical,high,Male,divorced,18,41,7,hybride,Director,CDD,1,,22,0
1.0,0.7323871536055362,5,300.0,5,0,0,marketing,medium,Male,married,40,41,1,office,Junior,CDD,0,0.2864044883093941,19,0
0.9436109893445306,0.7987570667284329,3,246.90231536006644,5,0,0,hr,high,Male,single,39,51,3,office,Junior,CDI,0,0.3040479119789132,26,0
0.3757130323643717,0.7912333266121707,3,163.5713001198734,10,0,0,sales,high,Male,married,44,55,4,home,Senior,CDI,1,0.2626551376856321,21,0
0.7205873131680651,0.6074635903017633,6,222.15569417375062,9,0,1,support,high,Female,divorced,16,52,6,office,Junior,CDD,1,0.31477699895655453,27,0
0.6974210313667282,0.7140933681234862,6,215.4138997137302,10,0,1,marketing,medium,Male,divorced,9,29,2,home,Senior,CDI,0,0.30098221814082476,4,0
0.2918061444416282,0.7053166653700402,2,136.0,6,0,0,DSI,low,Male,married,22,23,7,office,Senior,CDI,0,0.22286441525631945,10,0
,0.45925085956076905,6,160.5,5,0,0,DSI,medium,Female,divorced,11,47,1,office,Senior,CDI,1,,14,0
0.714815899459436,0.24979092563058158,2,218.19108640898793,3,1,0,DSI,medium,Male,single,16,28,8,office,Senior,CDI,1,0.20818715197018914,23,0
0.6561294658195981,0.42059514561463474,5,247.0137582134221,12,0,0,technical,low,Male,married,22,43,4,office,Senior,CDD,0,0.2800444327571657,21,0
0.4962019215007235,0.8877461828822444,5,190.53093404743214,1,1,0,DSI,medium,Female,single,8,53,3,office,Senior,CDI,0,0.21648146521630668,9,0
0.7636138386249134,1.0,5,208.00389229963173,6,0,0,marketing,low,Female,divorced,7,59,4,office,Junior,CDI,0,0.2557751446830498,18,0
,0.5817963187492449,6,160.5,10,0,0,hr,,Male,single,1,55,9,office,Senior,CDI,0,,17,0
0.41861038112073756,0.8800360095136381,6,173.42105367869357,12,0,0,sales,low,Male,divorced,35,55,3,home,Junior,CDD,1,0.3125474470054229,4,0
0.7599649864474844,0.5405203650972693,4,,14,0,0,support,high,Female,single,46,23,5,hybride,Junior,CDI,0,0.3399995683205238,3,0
,0.6698066231430523,3,149.5,9,0,0,technical,,Female,divorced,49,62,9,hybride,Senior,CDI,0,,11,0
0.4460892234351702,0.4771590056505061,5,176.9664246613178,11,0,0,sales,low,Male,divorced,11,44,4,office,Junior,CDI,1,0.25929675279849873,28,0
,,6,192.03086561571467,4,0,0,DSI,medium,Female,divorced,5,45,3,office,Senior,CDI,0,,3,0
0.4516721286255553,0.47227682268133697,3,161.03049209883613,14,0,0,DSI,medium,Male,married,10,36,4,office,Junior,CDD,0,0.26033780478167684,5,0
0.2954114276050258,0.4214773001918287,5,161.16697995719545,8,0,0,DSI,medium,Female,divorced,29,48,1,office,Senior,CDD,0,0.21060874416422162,18,1
0.26993989553150255,0.6093501976613683,5,169.0,2,0,0,DSI,low,Male,single,38,47,9,office,Senior,CDI,0,0.19504132327364837,10,1
0.7611145350085239,0.7633532837580637,3,226.58629780408972,11,0,0,support,high,Male,married,16,55,1,home,Junior,CDI,0,0.29623016974399297,5,0
,0.6327306223816711,3,191.43779006752825,2,0,0,sales,medium,Male,married,44,31,8,hybride,Junior,CDI,0,,9,0
,0.5061946530069061,6,179.5,14,0,0,marketing,,Male,single,39,35,4,office,Junior,CDI,0,,20,0
0.904175668671147,0.42006437567668264,3,283.7386086920059,4,0,0,marketing,medium,Female,married,45,58,7,hybride,Junior,CDI,0,0.2308403847142916,10,0
0.8135412018284771,0.2626216555683624,3,256.0779235796807,2,0,0,technical,medium,Female,single,23,27,8,home,Senior,CDD,0,0.17727662586036935,10,0
,0.5087493825426794,6,167.5,6,1,0,support,,Male,married,5,34,0,hybride,Junior,CDI,0,,6,0
0.8228518289873277,0.5694172328402122,5,277.68168608677905,8,0,0,technical,medium,Male,married,33,54,2,home,Junior,CDI,0,0.2942649276681492,20,0
0.37723006362062317,0.7107921117130136,3,,3,0,0,sales,low,Female,single,48,26,9,hybride,Junior,CDI,1,0.22657633354923573,24,1
,0.36657852452316675,4,145.5,3,0,0,DSI,medium,Male,single,11,51,9,office,Senior,CDI,1,,26,0
0.4130109983769462,0.7336375199473804,2,152.64030521047036,4,1,0,sales,medium,Male,married,23,26,7,home,Senior,CDI,0,0.23656122401487858,29,0
0.3003894445527044,0.4811683143183228,3,153.06773278831025,12,1,0,DSI,medium,Female,single,37,29,1,office,Senior,CDI,0,0.270915059141924,23,0
0.7628746810861952,0.4972458810236333,3,234.92055899924975,5,0,0,hr,medium,Female,married,10,44,9,home,Senior,CDD,1,0.2378643524565808,1,0
0.768199939327106,0.8497439533265008,2,204.19389034642722,3,1,0,marketing,high,Female,married,6,27,7,hybride,Junior,CDI,1,0.2700565494670631,27,0
0.4357172760948768,0.1045303187457034,4,196.86478641356257,6,0,0,marketing,medium,Male,divorced,29,54,9,home,Senior,CDI,0,0.2122510004112267,25,0
,0.35463421215754876,5,166.5,5,0,0,support,medium,Female,divorced,43,57,0,hybride,Senior,CDI,1,,14,0
0.5222956396971811,0.6091291116713179,4,188.58247382795972,8,0,0,support,medium,Male,single,35,48,5,home,Senior,CDD,0,0.24706449243973966,29,0
0.6630459542626992,0.5990058008562678,2,,10,0,0,marketing,high,Male,single,21,51,5,hybride,Director,CDI,0,0.3010455401115182,26,0
,0.25960309787288616,3,153.0,4,0,0,hr,,Female,married,36,34,8,home,Manager,CDD,0,,20,0
0.8513333652179169,0.5011585902279889,5,260.7455098904759,6,0,0,hr,high,Male,single,29,30,4,office,Manager,CDI,0,0.25208515982295393,27,0
0.7745530453573922,0.79160303674654,4,249.72213208805096,9,0,0,marketing,high,Female,married,27,62,7,hybride,Junior,CDI,0,0.301896284261607,0,0
0.7316774450157841,0.36743391325912766,4,259.5286016300129,6,0,0,technical,medium,Female,married,39,27,9,office,Senior,CDD,0,0.23845047791790142,21,1
0.41149250430886886,0.8161504553796719,5,163.5,10,0,1,technical,medium,Male,divorced,37,22,6,office,Junior,CDI,0,0.2924907398667733,3,0
,0.4567679485863416,4,159.5,5,0,0,marketing,,Female,married,29,37,6,hybride,Junior,CDD,0,,2,0
,0.2254151880631738,2,136.0,11,0,0,marketing,,Male,married,22,59,0,office,Junior,CDI,0,,25,0
,,5,289.2131082394526,8,0,0,technical,medium,Female,single,32,51,7,home,Junior,CDI,0,,7,0
0.9685029967309405,0.6501383551549906,2,269.3276070858403,4,0,0,technical,medium,Female,single,30,40,5,office,Senior,CDI,0,0.2741548437194925,27,0
,0.3068126748752267,5,173.0,12,0,0,DSI,,Female,single,46,34,1,office,Senior,CDI,0,,17,0
0.29183208985633574,0.4914442041025162,2,142.0,6,0,0,sales,medium,Female,married,34,34,2,home,Junior,CDI,0,0.16486652716252284,8,1
0.6232032023114188,0.9449926163407606,3,225.41256367364355,7,1,0,accounting,high,Male,married,48,43,6,home,Senior,CDI,1,0.30199609378626885,30,0
0.9782286769091196,0.7316704684888901,3,,10,0,0,accounting,medium,Male,divorced,47,46,8,home,Senior,CDD,1,0.3689873805834176,12,0
0.447254565080985,0.8230772118530455,4,166.69808491924218,6,0,0,support,high,Male,married,8,29,4,home,Senior,CDI,1,0.2360318994191621,1,0
,0.372336466315089,5,,8,0,0,DSI,,Male,single,7,36,1,office,Junior,CDD,0,,13,0
1.0,0.8450556903333973,5,286.0423995443774,2,1,0,marketing,high,Male,married,13,59,9,hybride,Junior,CDI,0,0.26075897850779645,6,0
,0.3152093980360546,2,207.00681016743852,12,0,0,accounting,medium,Male,divorced,11,64,0,hybride,Junior,CDI,0,,12,0
0.9226665166600765,0.32153615972959915,4,282.71022664839137,5,0,0,technical,medium,Male,married,46,42,1,hybride,Senior,CDI,0,0.24633392642733767,7,0
1.0,0.7670238626969706,4,300.0,3,1,0,marketing,low,Male,divorced,38,45,5,hybride,Junior,CDI,1,0.24060741966359392,19,0
0.7231912674955248,0.33378391421012926,5,245.89614040432576,4,1,0,sales,low,Male,single,21,37,8,home,Junior,CDI,0,0.1927785676915798,27,1
0.29417517756055434,0.9035121909044257,3,138.0,12,0,0,sales,low,Female,married,6,38,1,hybride,Senior,CDI,0,0.2926404455877287,3,0
0.2344026191095111,0.3495180244233234,5,167.0,10,0,0,hr,low,Male,divorced,44,32,6,hybride,Senior,CDI,0,0.27081614075086324,1,0
,0.4055875343648617,5,274.9301290491503,8,0,0,DSI,low,Female,married,24,49,4,office,Junior,CDI,1,,8,0
,0.8306343127101482,6,,11,0,0,marketing,,Female,single,38,58,1,office,Senior,CDI,1,,16,0
0.6193934234592277,0.4758495780462222,2,185.16336202209112,12,0,0,DSI,high,Male,divorced,1,39,5,office,Junior,CDI,0,0.2732307642786286,18,0
0.9991614545409936,0.7590309649010142,2,264.0072358466555,2,0,0,support,medium,Male,divorced,48,59,3,hybride,Senior,CDD,0,0.2522754825004621,30,0
0.9214675094992131,0.3773227272140872,6,300.0,9,0,0,marketing,high,Female,married,39,40,3,office,Junior,CDI,1,0.2760651973532262,29,1
0.9749940561898466,0.5446798520948907,4,287.3668064681908,7,0,0,technical,low,Female,single,2,25,4,hybride,Senior,CDI,1,0.31243938991812414,24,0
,,2,128.5,12,0,0,technical,,Male,divorced,27,56,0,office,Senior,CDD,0,,1,0
,0.4308551764093115,4,159.5,1,0,0,technical,,Male,married,29,53,4,home,Senior,CDD,1,,17,0
0.40347805849914914,0.8045453690715992,3,136.5,11,0,0,accounting,medium,Male,divorced,23,44,1,home,Senior,CDI,0,0.2994572852207038,10,0
0.6566756742200867,0.5279428984837443,4,219.2835722025229,3,0,0,DSI,medium,Female,divorced,41,55,7,office,Senior,CDI,1,0.24249325952582762,4,0
0.9938000921887868,0.6240182336249314,2,260.10377723451745,12,0,0,marketing,high,Male,divorced,14,34,8,hybride,Junior,CDD,0,0.31377904442732424,4,0
0.5862076765796188,0.3994674956936457,4,224.78358390835265,14,0,0,accounting,medium,Male,divorced,49,22,8,office,Senior,CDD,0,0.3077917469613315,11,0
,0.44592765155215136,3,137.0,13,0,0,accounting,,Male,single,14,37,9,office,Junior,CDI,1,,13,0
1.0,0.4311715289533594,6,292.22622252232594,8,0,1,accounting,low,Female,divorced,7,45,5,hybride,Junior,CDI,0,0.2890455389363186,1,0
0.8369532663643424,0.47820534599605435,2,229.9660964146681,2,0,0,marketing,medium,Male,single,13,28,8,hybride,Senior,CDI,1,0.21524167968939742,23,0
1.0,0.9092406103695722,3,300.0,10,1,0,DSI,medium,Male,married,14,47,9,office,Junior,CDI,1,0.3638193062596605,3,0
,0.8241579829199153,5,153.5,13,0,0,accounting,,Female,divorced,17,33,6,home,Senior,CDI,0,,22,0
0.9349784266366153,0.6903599155377458,6,300.0,7,1,0,marketing,medium,Female,married,33,60,2,hybride,Junior,CDI,1,0.2864444835060773,20,0
,,6,179.0,1,0,0,sales,,Male,married,28,52,6,home,Senior,CDI,0,,8,0
,,2,144.0,14,1,0,accounting,high,Female,married,38,46,6,office,Junior,CDI,0,,28,0
0.669071437888985,0.4060771415964465,3,239.39304795453108,14,1,0,technical,low,Male,married,35,58,2,office,Senior,CDI,1,0.33468717382731794,26,0
0.34112086188986274,0.5392332525131003,5,168.50384299650267,3,0,0,technical,medium,Male,divorced,33,43,3,home,Senior,CDI,0,0.1968153004227986,24,1
0.6113505538510717,0.6560258429134971,3,192.4782069312717,12,0,0,hr,medium,Female,married,1,23,4,home,Junior,CDI,0,0.27582811267763313,7,0
1.0,0.7228543115217062,4,290.12050700404455,10,0,0,sales,medium,Male,married,33,61,6,home,Junior,CDI,0,0.32490378913342455,5,0
1.0,0.6028816333164181,2,278.7416250886662,2,0,0,technical,medium,Male,married,46,47,4,home,Manager,CDI,1,0.294542384620862,15,0
0.7204166891605938,0.7130896241335738,4,225.83104785838043,12,0,0,marketing,medium,Female,single,24,51,7,hybride,Senior,CDD,1,0.32329934040618,6,0
,0.7871902609641285,4,162.0,12,0,0,support,,Male,single,44,52,9,home,Senior,CDI,1,,11,0
,0.5256487864978544,6,172.5,2,0,0,marketing,,Female,married,15,50,1,hybride,Junior,CDI,0,,6,0
